Well,Well Position,Sample Name,Sample Color,Biogroup Name,Biogroup Color,Target Name,Target Color,Task,Reporter,Quencher,Quantity,Comments
78,D6,Sample_37,"""RGB(109,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
78,D6,Sample_37,"""RGB(109,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
79,D7,Sample_02,"""RGB(255,219,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
79,D7,Sample_02,"""RGB(255,219,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
80,D8,Sample_09,"""RGB(255,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
80,D8,Sample_09,"""RGB(255,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
81,D9,Sample_16,"""RGB(219,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
81,D9,Sample_16,"""RGB(219,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
82,D10,Sample_23,"""RGB(182,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
82,D10,Sample_23,"""RGB(182,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
83,D11,Sample_30,"""RGB(146,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
83,D11,Sample_30,"""RGB(146,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
84,D12,Sample_37,"""RGB(109,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
84,D12,Sample_37,"""RGB(109,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
85,D13,Sample_02,"""RGB(255,219,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
85,D13,Sample_02,"""RGB(255,219,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
86,D14,Sample_09,"""RGB(255,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
86,D14,Sample_09,"""RGB(255,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
87,D15,Sample_16,"""RGB(219,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
87,D15,Sample_16,"""RGB(219,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
88,D16,Sample_23,"""RGB(182,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
88,D16,Sample_23,"""RGB(182,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
89,D17,Sample_30,"""RGB(146,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
89,D17,Sample_30,"""RGB(146,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
90,D18,Sample_37,"""RGB(109,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
90,D18,Sample_37,"""RGB(109,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
91,D19,Sample_02,"""RGB(255,219,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
91,D19,Sample_02,"""RGB(255,219,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
91,D19,Sample_02,"""RGB(255,219,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
92,D20,Sample_09,"""RGB(255,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
92,D20,Sample_09,"""RGB(255,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
92,D20,Sample_09,"""RGB(255,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
93,D21,Sample_16,"""RGB(219,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
93,D21,Sample_16,"""RGB(219,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
93,D21,Sample_16,"""RGB(219,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
94,D22,Sample_23,"""RGB(182,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
94,D22,Sample_23,"""RGB(182,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
94,D22,Sample_23,"""RGB(182,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
95,D23,Sample_30,"""RGB(146,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
95,D23,Sample_30,"""RGB(146,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
95,D23,Sample_30,"""RGB(146,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
96,D24,Sample_37,"""RGB(109,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
96,D24,Sample_37,"""RGB(109,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
96,D24,Sample_37,"""RGB(109,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
97,E1,Sample_03,"""RGB(73,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
97,E1,Sample_03,"""RGB(73,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
98,E2,Sample_10,"""RGB(36,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
98,E2,Sample_10,"""RGB(36,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
99,E3,Sample_17,"""RGB(0,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
99,E3,Sample_17,"""RGB(0,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
100,E4,Sample_24,"""RGB(0,255,36)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
100,E4,Sample_24,"""RGB(0,255,36)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
101,E5,Sample_31,"""RGB(0,255,73)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
101,E5,Sample_31,"""RGB(0,255,73)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
102,E6,Sample_38,"""RGB(0,255,109)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
102,E6,Sample_38,"""RGB(0,255,109)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
103,E7,Sample_03,"""RGB(73,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
103,E7,Sample_03,"""RGB(73,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
104,E8,Sample_10,"""RGB(36,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
104,E8,Sample_10,"""RGB(36,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
105,E9,Sample_17,"""RGB(0,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
105,E9,Sample_17,"""RGB(0,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
106,E10,Sample_24,"""RGB(0,255,36)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
106,E10,Sample_24,"""RGB(0,255,36)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
107,E11,Sample_31,"""RGB(0,255,73)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
107,E11,Sample_31,"""RGB(0,255,73)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
108,E12,Sample_38,"""RGB(0,255,109)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
108,E12,Sample_38,"""RGB(0,255,109)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
109,E13,Sample_03,"""RGB(73,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
109,E13,Sample_03,"""RGB(73,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
110,E14,Sample_10,"""RGB(36,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
110,E14,Sample_10,"""RGB(36,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
111,E15,Sample_17,"""RGB(0,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
111,E15,Sample_17,"""RGB(0,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
112,E16,Sample_24,"""RGB(0,255,36)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
112,E16,Sample_24,"""RGB(0,255,36)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
113,E17,Sample_31,"""RGB(0,255,73)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
113,E17,Sample_31,"""RGB(0,255,73)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
114,E18,Sample_38,"""RGB(0,255,109)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
114,E18,Sample_38,"""RGB(0,255,109)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
115,E19,Sample_03,"""RGB(73,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
115,E19,Sample_03,"""RGB(73,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
115,E19,Sample_03,"""RGB(73,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
116,E20,Sample_10,"""RGB(36,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
116,E20,Sample_10,"""RGB(36,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
116,E20,Sample_10,"""RGB(36,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
117,E21,Sample_17,"""RGB(0,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
117,E21,Sample_17,"""RGB(0,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
117,E21,Sample_17,"""RGB(0,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
118,E22,Sample_24,"""RGB(0,255,36)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
118,E22,Sample_24,"""RGB(0,255,36)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
118,E22,Sample_24,"""RGB(0,255,36)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
119,E23,Sample_31,"""RGB(0,255,73)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
119,E23,Sample_31,"""RGB(0,255,73)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
119,E23,Sample_31,"""RGB(0,255,73)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
120,E24,Sample_38,"""RGB(0,255,109)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
120,E24,Sample_38,"""RGB(0,255,109)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
120,E24,Sample_38,"""RGB(0,255,109)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
121,F1,Sample_03,"""RGB(73,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
121,F1,Sample_03,"""RGB(73,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
122,F2,Sample_10,"""RGB(36,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
122,F2,Sample_10,"""RGB(36,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
123,F3,Sample_17,"""RGB(0,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
123,F3,Sample_17,"""RGB(0,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
124,F4,Sample_24,"""RGB(0,255,36)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
124,F4,Sample_24,"""RGB(0,255,36)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
125,F5,Sample_31,"""RGB(0,255,73)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
125,F5,Sample_31,"""RGB(0,255,73)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
126,F6,Sample_38,"""RGB(0,255,109)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
126,F6,Sample_38,"""RGB(0,255,109)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
127,F7,Sample_03,"""RGB(73,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
127,F7,Sample_03,"""RGB(73,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
128,F8,Sample_10,"""RGB(36,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
128,F8,Sample_10,"""RGB(36,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
129,F9,Sample_17,"""RGB(0,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
129,F9,Sample_17,"""RGB(0,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
130,F10,Sample_24,"""RGB(0,255,36)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
130,F10,Sample_24,"""RGB(0,255,36)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
131,F11,Sample_31,"""RGB(0,255,73)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
131,F11,Sample_31,"""RGB(0,255,73)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
132,F12,Sample_38,"""RGB(0,255,109)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
132,F12,Sample_38,"""RGB(0,255,109)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
133,F13,Sample_03,"""RGB(73,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
133,F13,Sample_03,"""RGB(73,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
134,F14,Sample_10,"""RGB(36,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
134,F14,Sample_10,"""RGB(36,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
135,F15,Sample_17,"""RGB(0,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
135,F15,Sample_17,"""RGB(0,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
136,F16,Sample_24,"""RGB(0,255,36)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
136,F16,Sample_24,"""RGB(0,255,36)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
137,F17,Sample_31,"""RGB(0,255,73)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
137,F17,Sample_31,"""RGB(0,255,73)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
138,F18,Sample_38,"""RGB(0,255,109)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
138,F18,Sample_38,"""RGB(0,255,109)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
139,F19,Sample_03,"""RGB(73,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
139,F19,Sample_03,"""RGB(73,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
139,F19,Sample_03,"""RGB(73,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
140,F20,Sample_10,"""RGB(36,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
140,F20,Sample_10,"""RGB(36,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
140,F20,Sample_10,"""RGB(36,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
141,F21,Sample_17,"""RGB(0,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
141,F21,Sample_17,"""RGB(0,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
141,F21,Sample_17,"""RGB(0,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
142,F22,Sample_24,"""RGB(0,255,36)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
142,F22,Sample_24,"""RGB(0,255,36)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
142,F22,Sample_24,"""RGB(0,255,36)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
143,F23,Sample_31,"""RGB(0,255,73)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
143,F23,Sample_31,"""RGB(0,255,73)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
143,F23,Sample_31,"""RGB(0,255,73)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
144,F24,Sample_38,"""RGB(0,255,109)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
144,F24,Sample_38,"""RGB(0,255,109)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
144,F24,Sample_38,"""RGB(0,255,109)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
145,G1,Sample_04,"""RGB(0,255,146)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
145,G1,Sample_04,"""RGB(0,255,146)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
146,G2,Sample_11,"""RGB(0,255,182)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
146,G2,Sample_11,"""RGB(0,255,182)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
147,G3,Sample_18,"""RGB(0,255,219)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
147,G3,Sample_18,"""RGB(0,255,219)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
148,G4,Sample_25,"""RGB(0,255,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
148,G4,Sample_25,"""RGB(0,255,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
149,G5,Sample_32,"""RGB(0,219,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
149,G5,Sample_32,"""RGB(0,219,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
150,G6,Sample_39,"""RGB(0,182,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
150,G6,Sample_39,"""RGB(0,182,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
151,G7,Sample_04,"""RGB(0,255,146)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
151,G7,Sample_04,"""RGB(0,255,146)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
152,G8,Sample_11,"""RGB(0,255,182)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
152,G8,Sample_11,"""RGB(0,255,182)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
153,G9,Sample_18,"""RGB(0,255,219)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
153,G9,Sample_18,"""RGB(0,255,219)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
154,G10,Sample_25,"""RGB(0,255,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
154,G10,Sample_25,"""RGB(0,255,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
