Well,Well Position,Sample Name,Sample Color,Biogroup Name,Biogroup Color,Target Name,Target Color,Task,Reporter,Quencher,Quantity,Comments
155,G11,Sample_32,"""RGB(0,219,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
155,G11,Sample_32,"""RGB(0,219,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
156,G12,Sample_39,"""RGB(0,182,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
156,G12,Sample_39,"""RGB(0,182,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
157,G13,Sample_04,"""RGB(0,255,146)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
157,G13,Sample_04,"""RGB(0,255,146)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
158,G14,Sample_11,"""RGB(0,255,182)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
158,G14,Sample_11,"""RGB(0,255,182)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
159,G15,Sample_18,"""RGB(0,255,219)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
159,G15,Sample_18,"""RGB(0,255,219)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
160,G16,Sample_25,"""RGB(0,255,255)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
160,G16,Sample_25,"""RGB(0,255,255)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
161,G17,Sample_32,"""RGB(0,219,255)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
161,G17,Sample_32,"""RGB(0,219,255)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
162,G18,Sample_39,"""RGB(0,182,255)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
162,G18,Sample_39,"""RGB(0,182,255)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
163,G19,Sample_04,"""RGB(0,255,146)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
163,G19,Sample_04,"""RGB(0,255,146)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
163,G19,Sample_04,"""RGB(0,255,146)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
164,G20,Sample_11,"""RGB(0,255,182)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
164,G20,Sample_11,"""RGB(0,255,182)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
164,G20,Sample_11,"""RGB(0,255,182)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
165,G21,Sample_18,"""RGB(0,255,219)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
165,G21,Sample_18,"""RGB(0,255,219)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
165,G21,Sample_18,"""RGB(0,255,219)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
166,G22,Sample_25,"""RGB(0,255,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
166,G22,Sample_25,"""RGB(0,255,255)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
166,G22,Sample_25,"""RGB(0,255,255)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
167,G23,Sample_32,"""RGB(0,219,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
167,G23,Sample_32,"""RGB(0,219,255)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
167,G23,Sample_32,"""RGB(0,219,255)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
168,G24,Sample_39,"""RGB(0,182,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
168,G24,Sample_39,"""RGB(0,182,255)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
168,G24,Sample_39,"""RGB(0,182,255)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
169,H1,Sample_04,"""RGB(0,255,146)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
169,H1,Sample_04,"""RGB(0,255,146)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
170,H2,Sample_11,"""RGB(0,255,182)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
170,H2,Sample_11,"""RGB(0,255,182)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
171,H3,Sample_18,"""RGB(0,255,219)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
171,H3,Sample_18,"""RGB(0,255,219)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
172,H4,Sample_25,"""RGB(0,255,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
172,H4,Sample_25,"""RGB(0,255,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
173,H5,Sample_32,"""RGB(0,219,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
173,H5,Sample_32,"""RGB(0,219,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
174,H6,Sample_39,"""RGB(0,182,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
174,H6,Sample_39,"""RGB(0,182,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
175,H7,Sample_04,"""RGB(0,255,146)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
175,H7,Sample_04,"""RGB(0,255,146)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
176,H8,Sample_11,"""RGB(0,255,182)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
176,H8,Sample_11,"""RGB(0,255,182)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
177,H9,Sample_18,"""RGB(0,255,219)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
177,H9,Sample_18,"""RGB(0,255,219)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
178,H10,Sample_25,"""RGB(0,255,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
178,H10,Sample_25,"""RGB(0,255,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
179,H11,Sample_32,"""RGB(0,219,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
179,H11,Sample_32,"""RGB(0,219,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
180,H12,Sample_39,"""RGB(0,182,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
180,H12,Sample_39,"""RGB(0,182,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
181,H13,Sample_04,"""RGB(0,255,146)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
181,H13,Sample_04,"""RGB(0,255,146)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
182,H14,Sample_11,"""RGB(0,255,182)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
182,H14,Sample_11,"""RGB(0,255,182)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
183,H15,Sample_18,"""RGB(0,255,219)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
183,H15,Sample_18,"""RGB(0,255,219)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
184,H16,Sample_25,"""RGB(0,255,255)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
184,H16,Sample_25,"""RGB(0,255,255)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
185,H17,Sample_32,"""RGB(0,219,255)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
185,H17,Sample_32,"""RGB(0,219,255)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
186,H18,Sample_39,"""RGB(0,182,255)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
186,H18,Sample_39,"""RGB(0,182,255)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
187,H19,Sample_04,"""RGB(0,255,146)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
187,H19,Sample_04,"""RGB(0,255,146)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
187,H19,Sample_04,"""RGB(0,255,146)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
188,H20,Sample_11,"""RGB(0,255,182)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
188,H20,Sample_11,"""RGB(0,255,182)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
188,H20,Sample_11,"""RGB(0,255,182)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
189,H21,Sample_18,"""RGB(0,255,219)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
189,H21,Sample_18,"""RGB(0,255,219)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
189,H21,Sample_18,"""RGB(0,255,219)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
190,H22,Sample_25,"""RGB(0,255,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
190,H22,Sample_25,"""RGB(0,255,255)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
190,H22,Sample_25,"""RGB(0,255,255)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
191,H23,Sample_32,"""RGB(0,219,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
191,H23,Sample_32,"""RGB(0,219,255)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
191,H23,Sample_32,"""RGB(0,219,255)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
192,H24,Sample_39,"""RGB(0,182,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
192,H24,Sample_39,"""RGB(0,182,255)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
192,H24,Sample_39,"""RGB(0,182,255)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
193,I1,Sample_05,"""RGB(0,146,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
193,I1,Sample_05,"""RGB(0,146,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
194,I2,Sample_12,"""RGB(0,109,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
194,I2,Sample_12,"""RGB(0,109,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
195,I3,Sample_19,"""RGB(0,73,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
195,I3,Sample_19,"""RGB(0,73,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
196,I4,Sample_26,"""RGB(0,36,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
196,I4,Sample_26,"""RGB(0,36,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
197,I5,Sample_33,"""RGB(0,0,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
197,I5,Sample_33,"""RGB(0,0,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
198,I6,Sample_40,"""RGB(36,0,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
198,I6,Sample_40,"""RGB(36,0,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
199,I7,Sample_05,"""RGB(0,146,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
199,I7,Sample_05,"""RGB(0,146,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
200,I8,Sample_12,"""RGB(0,109,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
200,I8,Sample_12,"""RGB(0,109,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
201,I9,Sample_19,"""RGB(0,73,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
201,I9,Sample_19,"""RGB(0,73,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
202,I10,Sample_26,"""RGB(0,36,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
202,I10,Sample_26,"""RGB(0,36,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
203,I11,Sample_33,"""RGB(0,0,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
203,I11,Sample_33,"""RGB(0,0,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
204,I12,Sample_40,"""RGB(36,0,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
204,I12,Sample_40,"""RGB(36,0,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
205,I13,Sample_05,"""RGB(0,146,255)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
205,I13,Sample_05,"""RGB(0,146,255)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
206,I14,Sample_12,"""RGB(0,109,255)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
206,I14,Sample_12,"""RGB(0,109,255)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
207,I15,Sample_19,"""RGB(0,73,255)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
207,I15,Sample_19,"""RGB(0,73,255)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
208,I16,Sample_26,"""RGB(0,36,255)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
208,I16,Sample_26,"""RGB(0,36,255)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
209,I17,Sample_33,"""RGB(0,0,255)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
209,I17,Sample_33,"""RGB(0,0,255)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
210,I18,Sample_40,"""RGB(36,0,255)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
210,I18,Sample_40,"""RGB(36,0,255)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
211,I19,Sample_05,"""RGB(0,146,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
211,I19,Sample_05,"""RGB(0,146,255)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
211,I19,Sample_05,"""RGB(0,146,255)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
212,I20,Sample_12,"""RGB(0,109,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
212,I20,Sample_12,"""RGB(0,109,255)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
212,I20,Sample_12,"""RGB(0,109,255)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
213,I21,Sample_19,"""RGB(0,73,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
213,I21,Sample_19,"""RGB(0,73,255)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
213,I21,Sample_19,"""RGB(0,73,255)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
214,I22,Sample_26,"""RGB(0,36,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
214,I22,Sample_26,"""RGB(0,36,255)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
214,I22,Sample_26,"""RGB(0,36,255)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
215,I23,Sample_33,"""RGB(0,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
215,I23,Sample_33,"""RGB(0,0,255)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
215,I23,Sample_33,"""RGB(0,0,255)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
216,I24,Sample_40,"""RGB(36,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
216,I24,Sample_40,"""RGB(36,0,255)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
216,I24,Sample_40,"""RGB(36,0,255)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
217,J1,Sample_05,"""RGB(0,146,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
217,J1,Sample_05,"""RGB(0,146,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
218,J2,Sample_12,"""RGB(0,109,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
218,J2,Sample_12,"""RGB(0,109,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
219,J3,Sample_19,"""RGB(0,73,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
219,J3,Sample_19,"""RGB(0,73,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
220,J4,Sample_26,"""RGB(0,36,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
220,J4,Sample_26,"""RGB(0,36,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
221,J5,Sample_33,"""RGB(0,0,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
221,J5,Sample_33,"""RGB(0,0,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
222,J6,Sample_40,"""RGB(36,0,255)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
222,J6,Sample_40,"""RGB(36,0,255)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
223,J7,Sample_05,"""RGB(0,146,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
223,J7,Sample_05,"""RGB(0,146,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
224,J8,Sample_12,"""RGB(0,109,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
224,J8,Sample_12,"""RGB(0,109,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
225,J9,Sample_19,"""RGB(0,73,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
225,J9,Sample_19,"""RGB(0,73,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
226,J10,Sample_26,"""RGB(0,36,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
226,J10,Sample_26,"""RGB(0,36,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
227,J11,Sample_33,"""RGB(0,0,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
227,J11,Sample_33,"""RGB(0,0,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
228,J12,Sample_40,"""RGB(36,0,255)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
228,J12,Sample_40,"""RGB(36,0,255)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
229,J13,Sample_05,"""RGB(0,146,255)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
229,J13,Sample_05,"""RGB(0,146,255)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
230,J14,Sample_12,"""RGB(0,109,255)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
230,J14,Sample_12,"""RGB(0,109,255)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
231,J15,Sample_19,"""RGB(0,73,255)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
231,J15,Sample_19,"""RGB(0,73,255)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
