Well,Well Position,Sample Name,Sample Color,Biogroup Name,Biogroup Color,Target Name,Target Color,Task,Reporter,Quencher,Quantity,Comments,SORT.A,SORT.B
326,N14,Sample_15,"""RGB(255,238,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,614,652
327,N15,Sample_23,"""RGB(136,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,615,653
327,N15,Sample_23,"""RGB(136,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,616,654
328,N16,Sample_31,"""RGB(0,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,617,655
328,N16,Sample_31,"""RGB(0,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,618,656
329,N17,Sample_39,"""RGB(0,255,136)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,619,657
329,N17,Sample_39,"""RGB(0,255,136)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,620,658
330,N18,Sample_47,"""RGB(0,238,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,621,659
330,N18,Sample_47,"""RGB(0,238,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,622,660
331,N19,Sample_55,"""RGB(0,102,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,623,661
331,N19,Sample_55,"""RGB(0,102,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,624,662
332,N20,Sample_63,"""RGB(34,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,625,663
332,N20,Sample_63,"""RGB(34,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,626,664
333,N21,Sample_71,"""RGB(170,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,627,665
333,N21,Sample_71,"""RGB(170,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,628,666
334,N22,Sample_79,"""RGB(255,0,204)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,629,667
334,N22,Sample_79,"""RGB(255,0,204)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,630,668
335,N23,Sample_87,"""RGB(255,0,68)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,631,669
335,N23,Sample_87,"""RGB(255,0,68)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,632,670
337,O1,Sample_08,"""RGB(255,119,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,633,673
337,O1,Sample_08,"""RGB(255,119,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,634,674
338,O2,Sample_16,"""RGB(255,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,635,675
338,O2,Sample_16,"""RGB(255,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,636,676
339,O3,Sample_24,"""RGB(119,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,637,677
339,O3,Sample_24,"""RGB(119,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,638,678
340,O4,Sample_32,"""RGB(0,255,17)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,639,679
340,O4,Sample_32,"""RGB(0,255,17)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,640,680
341,O5,Sample_40,"""RGB(0,255,153)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,641,681
341,O5,Sample_40,"""RGB(0,255,153)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,642,682
342,O6,Sample_48,"""RGB(0,221,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,643,683
342,O6,Sample_48,"""RGB(0,221,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,644,684
343,O7,Sample_56,"""RGB(0,85,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,645,685
343,O7,Sample_56,"""RGB(0,85,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,646,686
344,O8,Sample_64,"""RGB(51,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,647,687
344,O8,Sample_64,"""RGB(51,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,648,688
345,O9,Sample_72,"""RGB(187,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,649,689
345,O9,Sample_72,"""RGB(187,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,650,690
346,O10,Sample_80,"""RGB(255,0,187)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,651,691
346,O10,Sample_80,"""RGB(255,0,187)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,652,692
347,O11,Sample_88,"""RGB(255,0,51)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,653,693
347,O11,Sample_88,"""RGB(255,0,51)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,654,694
349,O13,Sample_08,"""RGB(255,119,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,655,697
349,O13,Sample_08,"""RGB(255,119,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,656,698
350,O14,Sample_16,"""RGB(255,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,657,699
350,O14,Sample_16,"""RGB(255,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,658,700
351,O15,Sample_24,"""RGB(119,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,659,701
351,O15,Sample_24,"""RGB(119,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,660,702
352,O16,Sample_32,"""RGB(0,255,17)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,661,703
352,O16,Sample_32,"""RGB(0,255,17)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,662,704
353,O17,Sample_40,"""RGB(0,255,153)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,663,705
353,O17,Sample_40,"""RGB(0,255,153)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,664,706
354,O18,Sample_48,"""RGB(0,221,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,665,707
354,O18,Sample_48,"""RGB(0,221,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,666,708
355,O19,Sample_56,"""RGB(0,85,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,667,709
355,O19,Sample_56,"""RGB(0,85,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,668,710
356,O20,Sample_64,"""RGB(51,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,669,711
356,O20,Sample_64,"""RGB(51,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,670,712
357,O21,Sample_72,"""RGB(187,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,671,713
357,O21,Sample_72,"""RGB(187,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,672,714
358,O22,Sample_80,"""RGB(255,0,187)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,673,715
358,O22,Sample_80,"""RGB(255,0,187)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,674,716
359,O23,Sample_88,"""RGB(255,0,51)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,675,717
359,O23,Sample_88,"""RGB(255,0,51)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,676,718
361,P1,Sample_08,"""RGB(255,119,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,677,721
361,P1,Sample_08,"""RGB(255,119,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,678,722
362,P2,Sample_16,"""RGB(255,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,679,723
362,P2,Sample_16,"""RGB(255,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,680,724
363,P3,Sample_24,"""RGB(119,255,0)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,681,725
363,P3,Sample_24,"""RGB(119,255,0)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,682,726
364,P4,Sample_32,"""RGB(0,255,17)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,683,727
364,P4,Sample_32,"""RGB(0,255,17)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,684,728
365,P5,Sample_40,"""RGB(0,255,153)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,685,729
365,P5,Sample_40,"""RGB(0,255,153)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,686,730
366,P6,Sample_48,"""RGB(0,221,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,687,731
366,P6,Sample_48,"""RGB(0,221,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,688,732
367,P7,Sample_56,"""RGB(0,85,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,689,733
367,P7,Sample_56,"""RGB(0,85,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,690,734
368,P8,Sample_64,"""RGB(51,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,691,735
368,P8,Sample_64,"""RGB(51,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,692,736
369,P9,Sample_72,"""RGB(187,0,255)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,693,737
369,P9,Sample_72,"""RGB(187,0,255)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,694,738
370,P10,Sample_80,"""RGB(255,0,187)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,695,739
370,P10,Sample_80,"""RGB(255,0,187)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,696,740
371,P11,Sample_88,"""RGB(255,0,51)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,697,741
371,P11,Sample_88,"""RGB(255,0,51)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,698,742
373,P13,Sample_08,"""RGB(255,119,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,699,745
373,P13,Sample_08,"""RGB(255,119,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,700,746
374,P14,Sample_16,"""RGB(255,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,701,747
374,P14,Sample_16,"""RGB(255,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,702,748
375,P15,Sample_24,"""RGB(119,255,0)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,703,749
375,P15,Sample_24,"""RGB(119,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,704,750
376,P16,Sample_32,"""RGB(0,255,17)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,705,751
376,P16,Sample_32,"""RGB(0,255,17)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,706,752
377,P17,Sample_40,"""RGB(0,255,153)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,707,753
377,P17,Sample_40,"""RGB(0,255,153)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,708,754
378,P18,Sample_48,"""RGB(0,221,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,709,755
378,P18,Sample_48,"""RGB(0,221,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,710,756
379,P19,Sample_56,"""RGB(0,85,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,711,757
379,P19,Sample_56,"""RGB(0,85,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,712,758
380,P20,Sample_64,"""RGB(51,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,713,759
380,P20,Sample_64,"""RGB(51,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,714,760
381,P21,Sample_72,"""RGB(187,0,255)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,715,761
381,P21,Sample_72,"""RGB(187,0,255)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,716,762
382,P22,Sample_80,"""RGB(255,0,187)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,717,763
382,P22,Sample_80,"""RGB(255,0,187)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,718,764
383,P23,Sample_88,"""RGB(255,0,51)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,719,765
383,P23,Sample_88,"""RGB(255,0,51)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,720,766
108,E12,STD1,"""RGB(31,119,180)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,721,215
108,E12,STD1,"""RGB(31,119,180)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,722,216
120,E24,STD1,"""RGB(31,119,180)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,723,239
120,E24,STD1,"""RGB(31,119,180)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,724,240
132,F12,STD1,"""RGB(31,119,180)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,725,263
132,F12,STD1,"""RGB(31,119,180)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,726,264
144,F24,STD1,"""RGB(31,119,180)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,727,287
144,F24,STD1,"""RGB(31,119,180)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,728,288
156,G12,STD2,"""RGB(214,39,40)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,729,311
156,G12,STD2,"""RGB(214,39,40)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,730,312
168,G24,STD2,"""RGB(214,39,40)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,731,335
168,G24,STD2,"""RGB(214,39,40)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,732,336
180,H12,STD2,"""RGB(214,39,40)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,733,359
180,H12,STD2,"""RGB(214,39,40)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,734,360
192,H24,STD2,"""RGB(214,39,40)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,735,383
192,H24,STD2,"""RGB(214,39,40)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,736,384
204,I12,STD3,"""RGB(44,160,44)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,737,407
204,I12,STD3,"""RGB(44,160,44)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,738,408
216,I24,STD3,"""RGB(44,160,44)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,739,431
216,I24,STD3,"""RGB(44,160,44)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,740,432
228,J12,STD3,"""RGB(44,160,44)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,741,455
228,J12,STD3,"""RGB(44,160,44)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,742,456
240,J24,STD3,"""RGB(44,160,44)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,743,479
240,J24,STD3,"""RGB(44,160,44)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,744,480
252,K12,STD4,"""RGB(214,39,40)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,745,503
252,K12,STD4,"""RGB(214,39,40)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,746,504
264,K24,STD4,"""RGB(214,39,40)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,747,527
264,K24,STD4,"""RGB(214,39,40)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,748,528
276,L12,STD4,"""RGB(214,39,40)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,749,551
276,L12,STD4,"""RGB(214,39,40)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,750,552
288,L24,STD4,"""RGB(214,39,40)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,751,575
288,L24,STD4,"""RGB(214,39,40)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,752,576
300,M12,gBlock,"""RGB(148,103,189)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,753,599
300,M12,gBlock,"""RGB(148,103,189)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,754,600
312,M24,gBlock,"""RGB(148,103,189)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,755,623
312,M24,gBlock,"""RGB(148,103,189)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,756,624
324,N12,gBlock,"""RGB(148,103,189)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,757,647
324,N12,gBlock,"""RGB(148,103,189)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,758,648
336,N24,gBlock,"""RGB(148,103,189)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,759,671
336,N24,gBlock,"""RGB(148,103,189)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,760,672
348,O12,H2O,"""RGB(30,136,229)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,761,695
348,O12,H2O,"""RGB(30,136,229)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,762,696
360,O24,H2O,"""RGB(30,136,229)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,763,719
360,O24,H2O,"""RGB(30,136,229)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,764,720
372,P12,H2O,"""RGB(30,136,229)""",,,RALYL,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,,765,743
372,P12,H2O,"""RGB(30,136,229)""",,,GSX1,"""RGB(67,160,71)""",UNKNOWN,FAM,NFQ-MGB,,,766,744
384,P24,H2O,"""RGB(30,136,229)""",,,DPP6,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,,767,767
384,P24,H2O,"""RGB(30,136,229)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,,768,768
